Visual_score_norm,hfp_our_norm
0,0
0,0
0,1.46275E-08
0,1.94361E-07
0,0
0,0.000101886
0,0
0,3.41132E-09
0,0
0,9.7206E-09
0,0
0,6.4861E-05
0,0
0,0
0,0.000184773
0,4.53499E-09
0,0
0,3.55145E-09
0,3.76304E-09
0,0.160211653
0,0
0,0
0,1.51461E-07
0,0
0,0
0,9.8133E-05
0,0
0,0.000117692
0,0
0,9.85805E-05
0,6.87916E-05
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,6.884E-05
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.03539823,0.02949681
0,0
0,0
0,0
0,0.005087557
0,0
0,0
0,4.93798E-05
0,0.00010222
0,0
0,0
0,3.94096E-05
0,0
0,0.000111786
0,0
0,0
0,0.08017612
0,0.00566154
0,0.034616557
0,0.000132691
0,0.160586298
0,0.000307522
0,0.056094805
0,0
0,0
0,0.00010078
0.10619469,0.00507216
0,0
0,6.51471E-05
0,0.005598419
0,0
0,0.005086396
0,0
0,0
0,0.001595107
0,0.000206001
0,0.027221625
0.10619469,3.70253E-05
0,0.009013134
0,0.005183933
0,0.08
0,0
0,0.000350867
0,0.00518682
0,0
0,0.081200674
0,0.015994557
0,0.005212905
0,0.00527662
0,0
0,0
0.03539823,0
0,0
0.053097345,0.005858121
0,0.003237202
0,0.005196115
0,0.016871278
0,0.004728459
0,0.007328953
0,0
0,0.000124262
0.053097345,0.081666608
0,0.167330242
0,4.59225E-05
0,0.00514049
0,0
0,0
0,9.02419E-05
0,4.09586E-05
0,0
0,0.009730738
0,0.110237275
0,0.000309659
0,0.017114636
0,0.013629707
0,0.007852331
0,0.044957427
0,8.12953E-05
0,0.01386817
0,2.19237E-10
0,0.005373585
0,0.005614344
0,0.005437738
0,0.08
0,0
0.159292035,6.82437E-05
0,0.005118971
0,5.68723E-05
0,0.000788099
0,0
0,0
0,0.092195482
0,0.032784979
0,0.000144036
0,0.004783006
0,0.160963059
0,0
0,0
0,0
0,0.005867594
0,0
0,0.028204323
0,0.006089783
0,0
0,0.005682294
0,0.080089862
0,0.000337223
0,0.000153184
0,7.71244E-05
0,0.008854993
0,0.024838295
0,0
0,0
0,0.007590829
0,0.000282769
0,0.006634888
0,0
0,3.24445E-05
0,0.005524933
0,0.007446577
0,0.000315492
0,0
0,0.162141879
0,0
0,0.000192255
0,9.88698E-05
0.194690265,0.161635664
0.477876106,0.50901799
0,0.005165753
0,0
0,0.015302119
0,0.0050202
0,0
0,3.58387E-06
0,3.58592E-06
0,0
0,0
0.14159292,0.16064713
0,0.006633562
0,0.000212679
0,0.000547609
0.07079646,0.023700381
0,0
0,0
0,0.005178522
0,0.032642288
0,0
0,0.000823596
0,3.36565E-05
0,0
0,0.008304221
0,0
0,0
0,0.080713145
0,0.000149655
0,0.005002317
0,0.005338063
0,0.005333683
0.03539823,0.005000471
0,0
0,0
0,5.14328E-05
0,2.09771E-07
0,0.080961886
0,0.17420786
0,0.08
0.159292035,0.326777829
0.10619469,0.160311522
0,0.000188486
0,4.19373E-05
0,0
0.07079646,0.082049385
0,0.000946289
0.07079646,0.005057304
0,4.03965E-08
0,5.65492E-06
0,0
0,0.033483388
0,0.000714576
0,0.005598379
0.10619469,0.000194078
0,3.33717E-05
0,0
0.867256637,0.639383195
0,7.70411E-06
0.10619469,0.164141795
0,0.01002314
0,0.010969246
0.194690265,0.164832061
0,0.005115508
0,0.005002418
0.14159292,0.171914861
0,0.005103795
0,0.010035786
0,0.022180312
0,3.45529E-06
0,0.005598419
0,0.005248897
0,0.000171388
0,0.005194133
0,0.000234823
0.17699115,0.096593568
0,0.0001813
0.03539823,0.000343521
0,0.005695451
0,0
0,0
0,0.014313319
0,0
0,0.000133458
0,0.005212995
0,4.05607E-05
0,0.003984047
0.088495575,0.082185903
0,0.06311409
0,4.96827E-05
0,0
0,0.00510725
0,0.005468473
0,0
0.283185841,0.240991618
0.371681416,0.173396294
0.14159292,0.202294252
0,0.00581265
0,7.11243E-05
0.053097345,0.000422824
0,9.87278E-06
0,0
0,0
0.185840708,0.081391487
0,0.005213921
0,0
0,0
0,2.10587E-06
0,0.038140312
0.03539823,0.161515379
0,0.005167158
0,0.008898369
0,0.005053493
0,0
0.07079646,0.027916064
0,0.000196908
0,0
0,0.02946992
0,0.080043096
0,5.52419E-06
0,0.015656316
0,0
0,0.240004007
0,0.000477243
0,0
0.212389381,0.084713827
0,0.03506406
0.10619469,0.006450188
0,0.000518763
0,0.00508602
0,0
0.10619469,0.098880332
0,0.013637633
0.053097345,0.170826823
0,0
0,0.000111083
0,0.0001983
0,0.005919998
0,0.005417384
0.03539823,0.006373673
0,0
0.088495575,0.167662844
0,0.005580447
0,0.005005773
0,0
0.07079646,6.86549E-05
0.10619469,0.171695572
0,9.0856E-05
0,0.081085638
0,0
0,1.18514E-05
0,0
0.14159292,0.001080974
0,0.000176176
0.300884956,0.273139596
0,0.005010518
0,4.07895E-05
0,0
0,0.08
0,0.080064641
0,0.001241121
0,0.005266147
0,0.011659059
0,0.082574418
0,1.83378E-06
0.14159292,0.092136104
0.212389381,0.035093649
0.10619469,0.162435887
0.123893805,0.083755641
0.10619469,0.005494158
0.10619469,0.000111917
0.14159292,0.047074066
0,0
0.053097345,0.013229924
0.088495575,5.61737E-06
0.132743363,0.178657209
0,0.000438018
0,0
0,0
0.17699115,0.084036935
0,0.029606555
0,0.003570463
0,0.009380049
0.07079646,0.061036
0,0.083135949
0,0
0.159292035,0.05610391
0,0.008600862
0,0.005124429
0,0.005598891
0,4.57899E-05
0.415929204,0.338351897
0,0.190752586
0.03539823,0.080336962
0,0.000374325
0,0.00549097
0,0.011703398
0.522123894,0.366060986
0.03539823,0.007842083
0.03539823,0.00598616
0,0.005620255
0.07079646,1.67629E-05
0,0.000412419
0,0
0.03539823,0.027191339
0,8.42036E-05
0,0.000144037
0,0.007257994
0.17699115,2.46716E-05
0,0
0,0.10011341
0,0.082862644
0,0.00576326
0.265486726,0.16
0,0
0.03539823,0.11305073
0.07079646,0.243135354
0.663716814,0.732775511
0,6.57096E-05
0,0
0.159292035,0.205871224
0,0.006025509
0,0.006408656
0.336283186,0.017049954
0,0.00051983
0,0.005156551
0,0
0,0
0.03539823,0.05668535
0,0
0.309734513,0.436161171
0,0.000447807
0.10619469,0.106259259
0.10619469,0.034753433
0.053097345,0.007614953
0.053097345,0.085302576
0,0.002577037
0,0.000123633
0,0
0.159292035,0.005001683
0.265486726,0.192151232
0.07079646,0.006060425
0,0.00066751
0,0
0.123893805,0.160001216
0.07079646,0.08
0.309734513,0.256877015
0.17699115,0.039613446
0.194690265,0.27887906
0.03539823,0.11870113
0.07079646,0.10954269
0.07079646,0.100769769
0.07079646,0.015575819
0.088495575,0.281575101
0.17699115,0.086980399
0.256637168,0.595402493
0.150442478,0.194328901
0,0
0,0
0.327433628,0.267651719
0,0.010685358
0.159292035,0.16043779
0.10619469,0.000352519
0,0.015291261
0,0.013220673
0.10619469,0.086373673
0,0
0.07079646,0.163568234
0.088495575,0.170854524
0,0.002268462
0.17699115,0.060073937
0,0.00033824
0,0.005974774
0,0
0,0.000781745
0.398230088,0.21578497
0.221238938,0.292472341
0.327433628,0.340716924
0.265486726,0.240577615
0,0
0.504424779,0.319343753
0.17699115,0.092879571
0,0.012549545
0,0.018317701
0,0.005924468
0,0
0,0.000808233
0,0.000523112
0,0.08
0.123893805,0.021342521
0.146017699,0.168978984
0,7.91531E-05
0.132743363,0.206333425
0.380530973,0.536410594
0.274336283,0.57823019
0,0.000247883
0.221238938,0.207425321
0.132743363,0.110166627
0.168141593,0.076293484
0.03539823,0.089208819
0.185840708,0.137414888
0,8.4156E-05
0,0.000200435
0,0.021518096
0.469026549,0.376592261
0.146017699,0.575399626
0.03539823,0.089135232
0.123893805,0.07771237
0.380530973,0.262248479
0,0.005002343
0,0.005001996
0.221238938,0.251752014
0.203539823,0.441396931
0.10619469,0.001093067
0,0.000378418
0.088495575,0.081335948
0.469026549,0.361757231
0.14159292,0.237888127
0.221238938,0.261459491
0.185840708,0.208288953
0.07079646,0.005086505
0.230088496,0.350713566
0.194690265,0.294478557
0.03539823,0.125019823
0,0.000337571
0,0.005365624
0.03539823,0.025659354
0,0
0.663716814,0.587789704
0.10619469,0.329822675
0,0
0.238938053,0.390971476
0.221238938,0.176879306
0,0.007455873
0.247787611,0.202419977
0.146017699,0.245859966
0,0.005334669
0.159292035,0.160940272
0.539823009,0.368698795
0,0.037392804
0.274336283,0.479101299
0,2.29279E-05
0,0.001342004
0.247787611,0.005288166
0.181415929,0.329862166
0.238938053,0.229906818
0.159292035,0.0060082
0.03539823,0.060035268
0.199115044,0.258085294
0,0.00530732
0,0.01159352
0.03539823,0.017049992
0.03539823,0.086594485
0,0.005100743
0.10619469,0.005338663
0.185840708,0.175241908
0.238938053,0.32172955
0,2.77661E-05
0.123893805,0.328573518
0,0.007809305
0.14159292,0.083716296
0,0.000693753
0.592920354,0.371531708
0,0.106203346
0.03539823,4.25334E-05
0.557522124,0.621532814
0.663716814,0.373075952
0,0.01693635
0,0.006961576
0.088495575,0.067934684
0.292035398,0.30673297
0.274336283,0.265990657
0.185840708,0.286204172
0,0.000524677
0.07079646,0.005018449
0.221238938,0.178156434
0.504424779,0.465941523
0.088495575,0.016552662
0,0.006373673
0.469026549,0.681593482
0.451327434,0.70819055
0.03539823,0.020878598
0,0.018130852
0.309734513,0.313319267
0,0.005153343
0.619469027,0.639341585
0.345132743,0.501295144
0.053097345,0.110249337
0.504424779,0.482651056
0.185840708,0.224302494
0.159292035,0.019856458
0.10619469,0.000344839
0,0.000279479
0,1.19239E-07
0,0.007942437
0.053097345,0.080108544
0,0
0.82300885,0.797714981
0,0.007460637
0.256637168,0.43570124
0.376106195,0.38946875
0.292035398,0.277496941
0,0.054750203
0.517699115,0.595873112
0.274336283,0.304851765
0.610619469,0.726009381
0.17699115,0.259332501
0.256637168,0.34424751
0.221238938,0.263026782
0.185840708,0.437471149
0.053097345,0.096053724
0.159292035,0.031593425
0,0.000353895
0,0.008703132
0,9.34085E-06
0.699115044,0.647703299
0.10619469,0.120443125
0,0.011913676
0.451327434,0.399788195
0.053097345,0.329920035
0.17699115,0.388147147
0.159292035,0.279393632
0.14159292,0.144553003
0,0.000482899
0.238938053,0.316173983
0,0
0,0
0.345132743,0.341822786
0.061946903,0.170380208
0,0.047602861
0.10619469,0.020558179
0,0
0.557522124,0.564879966
0.181415929,0.233436816
0.238938053,0.249738708
0.238938053,0.431688564
0,0.013008456
0,0.006699291
0.14159292,0.166868047
0.10619469,0.006416297
0.159292035,0.085543968
0.185840708,0.318228313
0.10619469,0.005937049
0.194690265,0.167228301
0.699115044,0.593579181
0.185840708,0.259410019
0.123893805,0.167120038
0.371681416,0.403652154
0.256637168,0.265242592
0,0.005050599
0,0.005780968
0.159292035,0.352948191
0.097345133,0.243348222
0.07079646,0.082633341
0.300884956,0.396650606
0.10619469,0.182707846
0.07079646,0.029430355
0.17699115,0.223208507
0,0.051760042
0,0.162652978
0,0.002593523
0.123893805,0.279390427
0,0.058417256
0.256637168,0.396650606
0,4.36719E-05
0,0.059981046
0.159292035,0.005003405
0.628318584,0.542164049
0.185840708,0.186121817
0.327433628,0.23361199
0.292035398,0.212142903
0,0.003432345
0.230088496,0.481337659
0.159292035,0.165187477
0.123893805,0.094875793
0.247787611,0.204425428
0,2.76756E-05
0.181415929,0.357946189
0,0.011906153
0.216814159,0.367926387
0.123893805,0.102328593
0.10619469,0.069457626
0,0.011923859
0,0.078127947
0.03539823,0.005202692
0.238938053,0.395654251
0.274336283,0.509271115
0,0.101840601
0,0.005728241
0.256637168,0.367086177
0,0.064015983
0.053097345,0.071771211
0,0.305044316
0.03539823,0.009864263
0.14159292,0.01667966
0.743362832,1
0.14159292,0.184721981
0.327433628,0.31898029
0,0.006474507
0.10619469,0.043519191
0.247787611,0.005804513
0.504424779,0.673658541
0.159292035,0.080804136
0.327433628,0.417920479
0.292035398,0.238263384
0.07079646,0.017159238
0,0.086669698
0.088495575,0.030565355
0.283185841,0.005123982
0.619469027,0.384761995
0.150442478,0.250095291
0.123893805,0.229969072
0.159292035,0.091267693
0.185840708,0.291676765
0.185840708,0.437226121
0.10619469,0.189430355
0.194690265,0.005091439
0,0.08654767
0.10619469,0.026818721
0,0.269963739
0.283185841,0.09307024
0,0.050655105
0.088495575,0.080849075
0.433628319,0.561905467
0.300884956,0.593964819
0.159292035,0.091702771
0,0.114273092
0.216814159,0.237025908
0.10619469,0.168709041
0,0.160480839
0.212389381,0.054603972
0.053097345,0.053379162
0.168141593,0.081725374
0.256637168,0.569087253
0.256637168,0.315399771
0.256637168,0.311394493
0,0.081895033
0,0.078062486
0.486725664,0.266830233
0.053097345,0.102500053
0.10619469,0.032754829
0,0.062101313
0.10619469,0.15177221
0.053097345,0.102115062
0.146017699,0.132901017
0.380530973,0.302375299
0.292035398,0.160685476
0.185840708,0.22047361
0.292035398,0.559209962
0,0.074844326
0.10619469,0.160054345
0.14159292,0.200763846
0.353982301,0.289012357
0.539823009,0.511603463
0.159292035,0.284729407
0,0.04916164
0.345132743,0.150916073
0.10619469,0.177594909
0.256637168,0.558104524
0,0.091601826
0.663716814,0.332303375
0.07079646,0.205622773
0.07079646,0.005414405
0.415929204,0.377877119
0.221238938,0.191962021
0,0.082039921
0.03539823,0.106169338
0.10619469,0.074433596
0,0.005561059
0.03539823,0.290688887
0.309734513,0.477317765
0.123893805,0.242959789
0.03539823,0.160180186
0.03539823,0.057164405
0.17699115,0.325286214
0.212389381,0.208362322
0.159292035,0.031404276
0.743362832,1
0.309734513,0.495278147
0.221238938,0.267252755
0,0.128391328
0.256637168,0.319449338
0.10619469,0.037736367
0,0.007622022
0.300884956,0.526684187
0.03539823,0.080508138
0.309734513,0.498797542
0.181415929,0.148087656
0.053097345,0.005505346
0.159292035,0.16
0.185840708,0.270779353
0.053097345,0.081156057
0,0.08238066
0.221238938,0.208058547
0.345132743,0.214615969
0,0.108962647
0.309734513,0.498818975
0.566371681,0.944155955
0.504424779,0.687373061
0,0.036473923
0.07079646,0.221878753
0,0.129124722
0.89380531,0.60744807
0,0.152227418
0,0.080042932
0.194690265,0.012876794
0.433628319,0.55580485
0,0.089157191
0.132743363,0.711551599
0.327433628,0.296696138
0.10619469,0.157138567
0.221238938,0.136446809
0,0.16269458
0.14159292,0.168556788
0.199115044,0.117341527
0,0.091026034
0,0.168510508
0.238938053,0.358540277
0.185840708,0.362905658
0,0.078261495
0.159292035,0.257250742
0.10619469,0.169731553
0.17699115,0.225210777
0.212389381,0.31477873
0.123893805,0.160194578
0.14159292,0.16
0,0.083698089
0.199115044,0.3401975
0,0.000704678
0,0.095869513
0.10619469,0.092974587
0.10619469,0.228999936
0.469026549,0.499648499
0,0.009531732
0.10619469,0.185404263
0.362831858,0.299493898
0.03539823,0.097590474
0.17699115,0.160321249
0.327433628,0.24187048
0.238938053,0.318618414
0,0.140660638
0,0.081906441
0.07079646,0.06408457
0,0.027520137
0.07079646,0.363893685
0.694690265,0.560856351
0,0.028492611
0,0.244073793
0.14159292,0.098711982
0.088495575,0.141560487
0,0.005212656
0.840707965,0.633232731
0.353982301,0.467983828
0.10619469,0.093304302
0.230088496,0.230475462
0,0.086777562
0.734513274,0.563077697
0,0.034776285
0,0.03839503
0,0.00651603
0,0.02636085
0,0.139749447
0.407079646,0.16943963
0.053097345,0.153977951
0,0.083923462
0,0.090018583
0.053097345,0.223861623
0.345132743,0.440479444
0.212389381,0.217701365
0,0.056438207
0.32300885,0.290662533
0.592920354,0.85282572
0,0.087974054
0,0.07348202
0.238938053,0.313272346
0.380530973,0.388144256
0.504424779,0.699957736
0.628318584,0.862696728
0.300884956,0.492156899
0,0.083053844
0.353982301,0.595764245
0.398230088,0.399433769
0.088495575,0.054564482
0.433628319,0.56448421
0.265486726,0.320154427
0.504424779,0.325258648
0,0.15464519
0.269911504,0.278805222
0.539823009,0.28926347
0.469026549,0.375079594
0.256637168,0.379026282
0.10619469,0.114747278
0.46460177,0.311480555
0.504424779,0.690641447
0.03539823,0.068662947
0,0.10451531
0,0.046160407
0,0.027553861
0.14159292,0.249808935
0.181415929,0.149447826
0.199115044,0.46693803
0.194690265,0.193810958
0.053097345,0.07544654
0,0.057002855
0,0.185260531
0.123893805,0.161802216
0.230088496,0.080490864
0.150442478,0.095106386
0.194690265,0.170395877
0.159292035,0.365271048
0,0.020569854
0,0.001303303
0.185840708,0.278260231
0.123893805,0.10305192
0.212389381,0.212982288
0.309734513,0.275310642
0.274336283,0.305301718
0.327433628,0.257597434
0.309734513,0.219359975
0.256637168,0.496116807
0.14159292,0.192868085
0.628318584,0.678624691
0.14159292,0.169163164
0,0.10981917
0.300884956,0.242185759
0,0.055108791
0.557522124,0.584285212
0,0.08104684
0.5,0.848839266
0.053097345,0.110336673
0.238938053,0.243255234
0,0.054173472
0.309734513,0.242201331
0.327433628,0.493113989
0.539823009,0.392475276
0.03539823,0.120234605
0,0.282343064
0,0.007070442
0.053097345,0.156324721
0.053097345,0.173782825
0.256637168,0.217760184
0.663716814,0.52141342
0.03539823,0.027850039
0.053097345,0.029197123
0.469026549,0.264490185
0.088495575,0.176058062
0.10619469,0.294795552
0,0.063873198
0.252212389,0.289229561
0.159292035,0.038348289
0,0.099221003
0,0.098803904
0,0.02514808
0.292035398,0.473321625
0.14159292,0.193035192
0.159292035,0.164783213
0.10619469,0.101711584
0.10619469,0.253086159
0.230088496,0.236407361
0.17699115,0.172881131
0.309734513,0.263551805
0,0.049203916
0,0.048599594
0.053097345,0.014609894
0,0.08585404
0.146017699,0.202380438
0,0.005042096
0.469026549,0.371563364
0.460176991,0.547192189
0,0.034762104
0.283185841,0.215780792
0.181415929,0.237306371
0.053097345,0.069047889
0.03539823,0.077689499
0,0.031963464
0.10619469,0.222399502
0.053097345,0.106995171
0.053097345,0.030234586
0,0.00711065
0.159292035,0.056976737
0,0.107685206
0.14159292,0.101435183
0.469026549,0.543252239
0.247787611,0.262056889
0,0.054564482
0.778761062,0.605820428
0.353982301,0.256428098
0.628318584,0.587785476
0,0.065702666
0,0.074430494
0.247787611,0.443155203
0.415929204,0.15760891
0,0.069078861
0.654867257,0.90460767
0.504424779,0.51126969
0.486725664,0.508070108
0.053097345,0.088924319
0,0
0.168141593,0.223924446
0,0.087467721
0,0
0.336283186,0.376444861
0,0.137488165
0.10619469,0.108214564
0.380530973,0.234668325
0.371681416,0.393503062
0,0.021489514
0,0.0608517
0.194690265,0.282044149
0.159292035,0.094251662
0.530973451,0.611087292
0,0
0.17699115,0.379304801
0.380530973,0.330740555
0.460176991,0.399538201
0.238938053,0.34577935
0,0.131282193
0.07079646,0.166678311
0.380530973,0.29078064
0,0.291963355
0,0.030674826
0,0.010795664
0.123893805,0.243589279
0.345132743,0.418964202
0.309734513,0.411534608
0.451327434,0.555630747
0.362831858,0.395851889
0.469026549,0.522578249
0.345132743,0.343050792
0.345132743,0.474601172
0,0.058410647
0.088495575,0.091410272
0,0
0.17699115,0.090113294
0.265486726,0.163540814
0,0.070403168
0.42920354,0.304479187
0.362831858,0.333458635
0,0.010922616
0.504424779,0.390825678
0.380530973,0.4734493
0.477876106,0.25209391
0.522123894,0.650391325
0.14159292,0.023609913
0.061946903,0.114029263
0.442477876,0.511238493
0,0
0.216814159,0.286595195
0.053097345,0.233346042
0.530973451,0.377817652
0.17699115,0.248897976
0,0
0.17699115,0.203414276
0.82300885,0.700022086
0,0.008754242
0.486725664,0.401503189
0.053097345,0.133044829
0.407079646,0.406063389
0.743362832,0.76086756
0,0.054893031
0,0.006907267
0,0.017049954
0,0.009955193
0.646017699,0.798621756
0.053097345,0.187922272
0.230088496,0.104386196
0,0.0140453
0.380530973,0.323009453
0.398230088,0.491803745
0.03539823,0.240026578
0.053097345,0.059143104
0.07079646,0.319282776
0.14159292,0.099839312
0,0.203875078
0,0.16147684
0.053097345,0.425285751
0.274336283,0.322730505
0.628318584,0.456558986
0,0.124792461
0.389380531,0.204783786
0,0
0,0.005365289
0.123893805,0.172970854
0.10619469,0.174394028
0.123893805,0.122010684
0,0.226107941
0.185840708,0.241149533
0,0.14657276
0,0.008605812
0.03539823,0.107097947
0.292035398,0.388927275
0.482300885,0.229953188
0.300884956,0.18927299
0.256637168,0.465229649
0,0.073855516
0.230088496,0.219017749
0.345132743,0.368664985
0.088495575,0.210743981
0,0
0,0.016842478
0.053097345,0.050835084
0.292035398,0.591914852
0.053097345,0.223025913
0,0.032669839
0.969026549,0.775572161
0.194690265,0.189902875
0.566371681,0.722491329
0.053097345,0.067462397
0.053097345,0.0514397
0,0.050534633
0.345132743,0.318764023
0,0.171050257
0,0.020443967
0,0.134484353
0.053097345,0.04726315
0,0.071965854
0,0.005007593
0.353982301,0.188728664
